,year_film,year_ceremony,ceremony,category,name,film,winner
9627,2013,2014,86,WRITING (Adapted Screenplay),Screenplay by Billy Ray,Captain Phillips,False
9628,2013,2014,86,WRITING (Adapted Screenplay),Screenplay by Steve Coogan and Jeff Pope,Philomena,False
9629,2013,2014,86,WRITING (Adapted Screenplay),Screenplay by John Ridley,12 Years a Slave,True
9630,2013,2014,86,WRITING (Adapted Screenplay),Screenplay by Terence Winter,The Wolf of Wall Street,False
9631,2013,2014,86,WRITING (Original Screenplay),Written by Eric Warren Singer and David O. Russell,American Hustle,False
9632,2013,2014,86,WRITING (Original Screenplay),Written by Woody Allen,Blue Jasmine,False
9633,2013,2014,86,WRITING (Original Screenplay),Written by Craig Borten & Melisa Wallack,Dallas Buyers Club,False
9634,2013,2014,86,WRITING (Original Screenplay),Written by Spike Jonze,Her,True
9635,2013,2014,86,WRITING (Original Screenplay),Written by Bob Nelson,Nebraska,False
9640,2014,2015,87,ACTOR IN A LEADING ROLE,Steve Carell,Foxcatcher,False
9641,2014,2015,87,ACTOR IN A LEADING ROLE,Bradley Cooper,American Sniper,False
9642,2014,2015,87,ACTOR IN A LEADING ROLE,Benedict Cumberbatch,The Imitation Game,False
9643,2014,2015,87,ACTOR IN A LEADING ROLE,Michael Keaton,Birdman or (The Unexpected Virtue of Ignorance),False
9644,2014,2015,87,ACTOR IN A LEADING ROLE,Eddie Redmayne,The Theory of Everything,True
9645,2014,2015,87,ACTOR IN A SUPPORTING ROLE,Robert Duvall,The Judge,False
9646,2014,2015,87,ACTOR IN A SUPPORTING ROLE,Ethan Hawke,Boyhood,False
9647,2014,2015,87,ACTOR IN A SUPPORTING ROLE,Edward Norton,Birdman or (The Unexpected Virtue of Ignorance),False
9648,2014,2015,87,ACTOR IN A SUPPORTING ROLE,Mark Ruffalo,Foxcatcher,False
9649,2014,2015,87,ACTOR IN A SUPPORTING ROLE,J.K. Simmons,Whiplash,True
9650,2014,2015,87,ACTRESS IN A LEADING ROLE,Marion Cotillard,"Two Days, One Night",False
9651,2014,2015,87,ACTRESS IN A LEADING ROLE,Felicity Jones,The Theory of Everything,False
9652,2014,2015,87,ACTRESS IN A LEADING ROLE,Julianne Moore,Still Alice,True
9653,2014,2015,87,ACTRESS IN A LEADING ROLE,Rosamund Pike,Gone Girl,False
9654,2014,2015,87,ACTRESS IN A LEADING ROLE,Reese Witherspoon,Wild,False
9655,2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Patricia Arquette,Boyhood,True
9656,2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Laura Dern,Wild,False
9657,2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Keira Knightley,The Imitation Game,False
9658,2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Emma Stone,Birdman or (The Unexpected Virtue of Ignorance),False
9659,2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Into the Woods,False
9660,2014,2015,87,ANIMATED FEATURE FILM,"Don Hall, Chris Williams and Roy Conli",Big Hero 6,True
9661,2014,2015,87,ANIMATED FEATURE FILM,"Anthony Stacchi, Graham Annable and Travis Knight",The Boxtrolls,False
9662,2014,2015,87,ANIMATED FEATURE FILM,Dean DeBlois and Bonnie Arnold,How to Train Your Dragon 2,False
9663,2014,2015,87,ANIMATED FEATURE FILM,Tomm Moore and Paul Young,Song of the Sea,False
9664,2014,2015,87,ANIMATED FEATURE FILM,Isao Takahata and Yoshiaki Nishimura,The Tale of the Princess Kaguya,False
9665,2014,2015,87,CINEMATOGRAPHY,Emmanuel Lubezki,Birdman or (The Unexpected Virtue of Ignorance),True
9666,2014,2015,87,CINEMATOGRAPHY,Robert Yeoman,The Grand Budapest Hotel,False
9667,2014,2015,87,CINEMATOGRAPHY,Lukasz Zal and Ryszard Lenczewski,Ida,False
9668,2014,2015,87,CINEMATOGRAPHY,Dick Pope,Mr. Turner,False
9669,2014,2015,87,CINEMATOGRAPHY,Roger Deakins,Unbroken,False
9670,2014,2015,87,COSTUME DESIGN,Milena Canonero,The Grand Budapest Hotel,True
9671,2014,2015,87,COSTUME DESIGN,Mark Bridges,Inherent Vice,False
9672,2014,2015,87,COSTUME DESIGN,Colleen Atwood,Into the Woods,False
9673,2014,2015,87,COSTUME DESIGN,Anna B. Sheppard,Maleficent,False
9674,2014,2015,87,COSTUME DESIGN,Jacqueline Durran,Mr. Turner,False
9675,2014,2015,87,DIRECTING,Alejandro G. Iñárritu,Birdman or (The Unexpected Virtue of Ignorance),True
9676,2014,2015,87,DIRECTING,Richard Linklater,Boyhood,False
9677,2014,2015,87,DIRECTING,Bennett Miller,Foxcatcher,False
9678,2014,2015,87,DIRECTING,Wes Anderson,The Grand Budapest Hotel,False
9679,2014,2015,87,DIRECTING,Morten Tyldum,The Imitation Game,False
9680,2014,2015,87,DOCUMENTARY (Feature),"Laura Poitras, Mathilde Bonnefoy and Dirk Wilutzky",CitizenFour,True
9681,2014,2015,87,DOCUMENTARY (Feature),John Maloof and Charlie Siskel,Finding Vivian Maier,False
9682,2014,2015,87,DOCUMENTARY (Feature),Rory Kennedy and Keven McAlester,Last Days in Vietnam,False
9683,2014,2015,87,DOCUMENTARY (Feature),"Wim Wenders, Juliano Ribeiro Salgado and David Rosier",The Salt of the Earth,False
9684,2014,2015,87,DOCUMENTARY (Feature),Orlando von Einsiedel and Joanna Natasegara,Virunga,False
9685,2014,2015,87,DOCUMENTARY (Short Subject),Ellen Goosenberg Kent and Dana Perry,Crisis Hotline: Veterans Press 1,True
9686,2014,2015,87,DOCUMENTARY (Short Subject),Aneta Kopacz,Joanna,False
9687,2014,2015,87,DOCUMENTARY (Short Subject),Tomasz Sliwinski and Maciej Slesicki,Our Curse,False
9688,2014,2015,87,DOCUMENTARY (Short Subject),Gabriel Serra Arguello,The Reaper (La Parka),False
9689,2014,2015,87,DOCUMENTARY (Short Subject),J. Christian Jensen,White Earth,False
9690,2014,2015,87,FILM EDITING,Joel Cox and Gary D. Roach,American Sniper,False
9691,2014,2015,87,FILM EDITING,Sandra Adair,Boyhood,False
9692,2014,2015,87,FILM EDITING,Barney Pilling,The Grand Budapest Hotel,False
9693,2014,2015,87,FILM EDITING,William Goldenberg,The Imitation Game,False
9694,2014,2015,87,FILM EDITING,Tom Cross,Whiplash,True
9695,2014,2015,87,FOREIGN LANGUAGE FILM,Poland,Ida,True
9696,2014,2015,87,FOREIGN LANGUAGE FILM,Russia,Leviathan,False
9697,2014,2015,87,FOREIGN LANGUAGE FILM,Estonia,Tangerines,False
9698,2014,2015,87,FOREIGN LANGUAGE FILM,Mauritania,Timbuktu,False
9699,2014,2015,87,FOREIGN LANGUAGE FILM,Argentina,Wild Tales,False
9700,2014,2015,87,MAKEUP AND HAIRSTYLING,Bill Corso and Dennis Liddiard,Foxcatcher,False
9701,2014,2015,87,MAKEUP AND HAIRSTYLING,Frances Hannon and Mark Coulier,The Grand Budapest Hotel,True
9702,2014,2015,87,MAKEUP AND HAIRSTYLING,Elizabeth Yianni-Georgiou and David White,Guardians of the Galaxy,False
9703,2014,2015,87,MUSIC (Original Score),Alexandre Desplat,The Grand Budapest Hotel,True
9704,2014,2015,87,MUSIC (Original Score),Alexandre Desplat,The Imitation Game,False
9705,2014,2015,87,MUSIC (Original Score),Hans Zimmer,Interstellar,False
9706,2014,2015,87,MUSIC (Original Score),Gary Yershon,Mr. Turner,False
9707,2014,2015,87,MUSIC (Original Score),Jóhann Jóhannsson,The Theory of Everything,False
9708,2014,2015,87,MUSIC (Original Song),Music and Lyric by Shawn Patterson,The Lego Movie,False
9709,2014,2015,87,MUSIC (Original Song),Music and Lyric by John Stephens and Lonnie Lynn,Selma,True
9710,2014,2015,87,MUSIC (Original Song),Music and Lyric by Diane Warren,Beyond the Lights,False
9711,2014,2015,87,MUSIC (Original Song),Music and Lyric by Glen Campbell and Julian Raymond,Glen Campbell...I'll Be Me,False
9712,2014,2015,87,MUSIC (Original Song),Music and Lyric by Gregg Alexander and Danielle Brisebois,Begin Again,False
9713,2014,2015,87,BEST PICTURE,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan, Producers",American Sniper,False
9714,2014,2015,87,BEST PICTURE,"Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole, Producers",Birdman or (The Unexpected Virtue of Ignorance),True
9715,2014,2015,87,BEST PICTURE,"Richard Linklater and Cathleen Sutherland, Producers",Boyhood,False
9716,2014,2015,87,BEST PICTURE,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson, Producers",The Grand Budapest Hotel,False
9717,2014,2015,87,BEST PICTURE,"Nora Grossman, Ido Ostrowsky and Teddy Schwarzman, Producers",The Imitation Game,False
9718,2014,2015,87,BEST PICTURE,"Christian Colson, Oprah Winfrey, Dede Gardner and Jeremy Kleiner, Producers",Selma,False
9719,2014,2015,87,BEST PICTURE,"Tim Bevan, Eric Fellner, Lisa Bruce and Anthony McCarten, Producers",The Theory of Everything,False
9720,2014,2015,87,BEST PICTURE,"Jason Blum, Helen Estabrook and David Lancaster, Producers",Whiplash,False
9721,2014,2015,87,PRODUCTION DESIGN,Production Design: Adam Stockhausen; Set Decoration: Anna Pinnock,The Grand Budapest Hotel,True
9722,2014,2015,87,PRODUCTION DESIGN,Production Design: Maria Djurkovic; Set Decoration: Tatiana Macdonald,The Imitation Game,False
9723,2014,2015,87,PRODUCTION DESIGN,Production Design: Nathan Crowley; Set Decoration: Gary Fettis,Interstellar,False
9724,2014,2015,87,PRODUCTION DESIGN,Production Design: Dennis Gassner; Set Decoration: Anna Pinnock,Into the Woods,False
9725,2014,2015,87,PRODUCTION DESIGN,Production Design: Suzie Davies; Set Decoration: Charlotte Watts,Mr. Turner,False
9726,2014,2015,87,SHORT FILM (Animated),Daisy Jacobs and Christopher Hees,The Bigger Picture,False
9727,2014,2015,87,SHORT FILM (Animated),Robert Kondo and Dice Tsutsumi,The Dam Keeper,False
9728,2014,2015,87,SHORT FILM (Animated),Patrick Osborne and Kristina Reed,Feast,True
9729,2014,2015,87,SHORT FILM (Animated),Torill Kove,Me and My Moulton,False
9730,2014,2015,87,SHORT FILM (Animated),Joris Oprins,A Single Life,False
9731,2014,2015,87,SHORT FILM (Live Action),Oded Binnun and Mihal Brezis,Aya,False
9732,2014,2015,87,SHORT FILM (Live Action),Michael Lennox and Ronan Blaney,Boogaloo and Graham,False
9733,2014,2015,87,SHORT FILM (Live Action),Hu Wei and Julien Féret,Butter Lamp (La Lampe Au Beurre De Yak),False
9734,2014,2015,87,SHORT FILM (Live Action),Talkhon Hamzavi and Stefan Eichenberger,Parvaneh,False
9735,2014,2015,87,SHORT FILM (Live Action),Mat Kirkby and James Lucas,The Phone Call,True
9736,2014,2015,87,SOUND EDITING,Alan Robert Murray and Bub Asman,American Sniper,True
9737,2014,2015,87,SOUND EDITING,Martín Hernández and Aaron Glascock,Birdman or (The Unexpected Virtue of Ignorance),False
9738,2014,2015,87,SOUND EDITING,Brent Burge and Jason Canovas,The Hobbit: The Battle of the Five Armies,False
9739,2014,2015,87,SOUND EDITING,Richard King,Interstellar,False
9740,2014,2015,87,SOUND EDITING,Becky Sullivan and Andrew DeCristofaro,Unbroken,False
9741,2014,2015,87,SOUND MIXING,"John Reitz, Gregg Rudloff and Walt Martin",American Sniper,False
9742,2014,2015,87,SOUND MIXING,"Jon Taylor, Frank A. Montaño and Thomas Varga",Birdman or (The Unexpected Virtue of Ignorance),False
9743,2014,2015,87,SOUND MIXING,"Gary A. Rizzo, Gregg Landaker and Mark Weingarten",Interstellar,False
9744,2014,2015,87,SOUND MIXING,"Jon Taylor, Frank A. Montaño and David Lee",Unbroken,False
9745,2014,2015,87,SOUND MIXING,"Craig Mann, Ben Wilkins and Thomas Curley",Whiplash,True
9746,2014,2015,87,VISUAL EFFECTS,"Dan DeLeeuw, Russell Earl, Bryan Grill and Dan Sudick",Captain America: The Winter Soldier,False
9747,2014,2015,87,VISUAL EFFECTS,"Joe Letteri, Dan Lemmon, Daniel Barrett and Erik Winquist",Dawn of the Planet of the Apes,False
9748,2014,2015,87,VISUAL EFFECTS,"Stephane Ceretti, Nicolas Aithadi, Jonathan Fawkner and Paul Corbould",Guardians of the Galaxy,False
9749,2014,2015,87,VISUAL EFFECTS,"Paul Franklin, Andrew Lockley, Ian Hunter and Scott Fisher",Interstellar,True
9750,2014,2015,87,VISUAL EFFECTS,"Richard Stammers, Lou Pecora, Tim Crosbie and Cameron Waldbauer",X-Men: Days of Future Past,False
9751,2014,2015,87,WRITING (Adapted Screenplay),Written by Jason Hall,American Sniper,False
9752,2014,2015,87,WRITING (Adapted Screenplay),Written by Graham Moore,The Imitation Game,True
9753,2014,2015,87,WRITING (Adapted Screenplay),Written for the screen by Paul Thomas Anderson,Inherent Vice,False
9754,2014,2015,87,WRITING (Adapted Screenplay),Screenplay by Anthony McCarten,The Theory of Everything,False
9755,2014,2015,87,WRITING (Adapted Screenplay),Written by Damien Chazelle,Whiplash,False
9756,2014,2015,87,WRITING (Original Screenplay),"Written by Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Jr. & Armando Bo",Birdman or (The Unexpected Virtue of Ignorance),True
9757,2014,2015,87,WRITING (Original Screenplay),Written by Richard Linklater,Boyhood,False
9758,2014,2015,87,WRITING (Original Screenplay),Written by E. Max Frye and Dan Futterman,Foxcatcher,False
9759,2014,2015,87,WRITING (Original Screenplay),Screenplay by Wes Anderson; Story by Wes Anderson & Hugo Guinness,The Grand Budapest Hotel,False
9760,2014,2015,87,WRITING (Original Screenplay),Written by Dan Gilroy,Nightcrawler,False
9765,2015,2016,88,ACTOR IN A LEADING ROLE,Bryan Cranston,Trumbo,False
9766,2015,2016,88,ACTOR IN A LEADING ROLE,Matt Damon,The Martian,False
9767,2015,2016,88,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,The Revenant,True
9768,2015,2016,88,ACTOR IN A LEADING ROLE,Michael Fassbender,Steve Jobs,False
9769,2015,2016,88,ACTOR IN A LEADING ROLE,Eddie Redmayne,The Danish Girl,False
9770,2015,2016,88,ACTOR IN A SUPPORTING ROLE,Christian Bale,The Big Short,False
9771,2015,2016,88,ACTOR IN A SUPPORTING ROLE,Tom Hardy,The Revenant,False
9772,2015,2016,88,ACTOR IN A SUPPORTING ROLE,Mark Ruffalo,Spotlight,False
9773,2015,2016,88,ACTOR IN A SUPPORTING ROLE,Mark Rylance,Bridge of Spies,True
9774,2015,2016,88,ACTOR IN A SUPPORTING ROLE,Sylvester Stallone,Creed,False
9775,2015,2016,88,ACTRESS IN A LEADING ROLE,Cate Blanchett,Carol,False
9776,2015,2016,88,ACTRESS IN A LEADING ROLE,Brie Larson,Room,True
9777,2015,2016,88,ACTRESS IN A LEADING ROLE,Jennifer Lawrence,Joy,False
9778,2015,2016,88,ACTRESS IN A LEADING ROLE,Charlotte Rampling,45 Years,False
9779,2015,2016,88,ACTRESS IN A LEADING ROLE,Saoirse Ronan,Brooklyn,False
9780,2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Jennifer Jason Leigh,The Hateful Eight,False
9781,2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Rooney Mara,Carol,False
9782,2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Rachel McAdams,Spotlight,False
9783,2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Alicia Vikander,The Danish Girl,True
9784,2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Kate Winslet,Steve Jobs,False
9785,2015,2016,88,ANIMATED FEATURE FILM,"Charlie Kaufman, Duke Johnson and Rosa Tran",Anomalisa,False
9786,2015,2016,88,ANIMATED FEATURE FILM,Alê Abreu,Boy and the World,False
9787,2015,2016,88,ANIMATED FEATURE FILM,Pete Docter and Jonas Rivera,Inside Out,True
9788,2015,2016,88,ANIMATED FEATURE FILM,Mark Burton and Richard Starzak,Shaun the Sheep Movie,False
9789,2015,2016,88,ANIMATED FEATURE FILM,Hiromasa Yonebayashi and Yoshiaki Nishimura,When Marnie Was There,False
9790,2015,2016,88,CINEMATOGRAPHY,Ed Lachman,Carol,False
9791,2015,2016,88,CINEMATOGRAPHY,Robert Richardson,The Hateful Eight,False
9792,2015,2016,88,CINEMATOGRAPHY,John Seale,Mad Max: Fury Road,False
9793,2015,2016,88,CINEMATOGRAPHY,Emmanuel Lubezki,The Revenant,True
9794,2015,2016,88,CINEMATOGRAPHY,Roger Deakins,Sicario,False
9795,2015,2016,88,COSTUME DESIGN,Sandy Powell,Carol,False
9796,2015,2016,88,COSTUME DESIGN,Sandy Powell,Cinderella,False
9797,2015,2016,88,COSTUME DESIGN,Paco Delgado,The Danish Girl,False
9798,2015,2016,88,COSTUME DESIGN,Jenny Beavan,Mad Max: Fury Road,True
9799,2015,2016,88,COSTUME DESIGN,Jacqueline West,The Revenant,False
9800,2015,2016,88,DIRECTING,Adam McKay,The Big Short,False
9801,2015,2016,88,DIRECTING,George Miller,Mad Max: Fury Road,False
9802,2015,2016,88,DIRECTING,Alejandro G. Iñárritu,The Revenant,True
9803,2015,2016,88,DIRECTING,Lenny Abrahamson,Room,False
9804,2015,2016,88,DIRECTING,Tom McCarthy,Spotlight,False
9805,2015,2016,88,DOCUMENTARY (Feature),Asif Kapadia and James Gay-Rees,Amy,True
9806,2015,2016,88,DOCUMENTARY (Feature),Matthew Heineman and Tom Yellin,Cartel Land,False
9807,2015,2016,88,DOCUMENTARY (Feature),Joshua Oppenheimer and Signe Byrge Sørensen,The Look of Silence,False
9808,2015,2016,88,DOCUMENTARY (Feature),"Liz Garbus, Amy Hobby and Justin Wilkes","What Happened, Miss Simone?",False
9809,2015,2016,88,DOCUMENTARY (Feature),Evgeny Afineevsky and Den Tolmor,Winter on Fire: Ukraine's Fight for Freedom,False
9810,2015,2016,88,DOCUMENTARY (Short Subject),David Darg and Bryn Mooser,Body Team 12,False
9811,2015,2016,88,DOCUMENTARY (Short Subject),Courtney Marsh and Jerry Franck,"Chau, beyond the Lines",False
9812,2015,2016,88,DOCUMENTARY (Short Subject),Adam Benzine,Claude Lanzmann: Spectres of the Shoah,False
9813,2015,2016,88,DOCUMENTARY (Short Subject),Sharmeen Obaid-Chinoy,A Girl in the River: The Price of Forgiveness,True
9814,2015,2016,88,DOCUMENTARY (Short Subject),Dee Hibbert-Jones and Nomi Talisman,Last Day of Freedom,False
9815,2015,2016,88,FILM EDITING,Hank Corwin,The Big Short,False
9816,2015,2016,88,FILM EDITING,Margaret Sixel,Mad Max: Fury Road,True
9817,2015,2016,88,FILM EDITING,Stephen Mirrione,The Revenant,False
9818,2015,2016,88,FILM EDITING,Tom McArdle,Spotlight,False
9819,2015,2016,88,FILM EDITING,Maryann Brandon and Mary Jo Markey,Star Wars: The Force Awakens,False
9820,2015,2016,88,FOREIGN LANGUAGE FILM,Colombia,Embrace of the Serpent,False
9821,2015,2016,88,FOREIGN LANGUAGE FILM,France,Mustang,False
9822,2015,2016,88,FOREIGN LANGUAGE FILM,Hungary,Son of Saul,True
9823,2015,2016,88,FOREIGN LANGUAGE FILM,Jordan,Theeb,False
9824,2015,2016,88,FOREIGN LANGUAGE FILM,Denmark,A War,False
9825,2015,2016,88,MAKEUP AND HAIRSTYLING,"Lesley Vanderwalt, Elka Wardega and Damian Martin",Mad Max: Fury Road,True
9826,2015,2016,88,MAKEUP AND HAIRSTYLING,Love Larson and Eva von Bahr,The 100-Year-Old Man Who Climbed out the Window and Disappeared,False
9827,2015,2016,88,MAKEUP AND HAIRSTYLING,"Siân Grigg, Duncan Jarman and Robert Pandini",The Revenant,False
9828,2015,2016,88,MUSIC (Original Score),Thomas Newman,Bridge of Spies,False
9829,2015,2016,88,MUSIC (Original Score),Carter Burwell,Carol,False
9830,2015,2016,88,MUSIC (Original Score),Ennio Morricone,The Hateful Eight,True
9831,2015,2016,88,MUSIC (Original Score),Jóhann Jóhannsson,Sicario,False
9832,2015,2016,88,MUSIC (Original Score),John Williams,Star Wars: The Force Awakens,False
9833,2015,2016,88,MUSIC (Original Song),"Music and Lyric by The Weeknd, Ahmad Balshe, Jason Quenneville and Stephan Moccio",Fifty Shades of Grey,False
9834,2015,2016,88,MUSIC (Original Song),Music by J. Ralph; Lyric by Anohni,Racing Extinction,False
9835,2015,2016,88,MUSIC (Original Song),Music and Lyric by David Lang,Youth,False
9836,2015,2016,88,MUSIC (Original Song),Music and Lyric by Diane Warren and Lady Gaga,The Hunting Ground,False
9837,2015,2016,88,MUSIC (Original Song),Music and Lyric by Jimmy Napes and Sam Smith,Spectre,True
9838,2015,2016,88,BEST PICTURE,"Brad Pitt, Dede Gardner and Jeremy Kleiner, Producers",The Big Short,False
9839,2015,2016,88,BEST PICTURE,"Steven Spielberg, Marc Platt and Kristie Macosko Krieger, Producers",Bridge of Spies,False
9840,2015,2016,88,BEST PICTURE,"Finola Dwyer and Amanda Posey, Producers",Brooklyn,False
9841,2015,2016,88,BEST PICTURE,"Doug Mitchell and George Miller, Producers",Mad Max: Fury Road,False
9842,2015,2016,88,BEST PICTURE,"Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam, Producers",The Martian,False
9843,2015,2016,88,BEST PICTURE,"Arnon Milchan, Steve Golin, Alejandro G. Iñárritu, Mary Parent and Keith Redmon, Producers",The Revenant,False
9844,2015,2016,88,BEST PICTURE,"Ed Guiney, Producer",Room,False
9845,2015,2016,88,BEST PICTURE,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers",Spotlight,True
9846,2015,2016,88,PRODUCTION DESIGN,Production Design: Adam Stockhausen; Set Decoration: Rena DeAngelo and Bernhard Henrich,Bridge of Spies,False
9847,2015,2016,88,PRODUCTION DESIGN,Production Design: Eve Stewart; Set Decoration: Michael Standish,The Danish Girl,False
9848,2015,2016,88,PRODUCTION DESIGN,Production Design: Colin Gibson; Set Decoration: Lisa Thompson,Mad Max: Fury Road,True
9849,2015,2016,88,PRODUCTION DESIGN,Production Design: Arthur Max; Set Decoration: Celia Bobak,The Martian,False
9850,2015,2016,88,PRODUCTION DESIGN,Production Design: Jack Fisk; Set Decoration: Hamish Purdy,The Revenant,False
9851,2015,2016,88,SHORT FILM (Animated),Gabriel Osorio and Pato Escala,Bear Story,True
9852,2015,2016,88,SHORT FILM (Animated),Richard Williams and Imogen Sutton,Prologue,False
9853,2015,2016,88,SHORT FILM (Animated),Sanjay Patel and Nicole Grindle,Sanjay's Super Team,False
9854,2015,2016,88,SHORT FILM (Animated),Konstantin Bronzit,We Can't Live without Cosmos,False
9855,2015,2016,88,SHORT FILM (Animated),Don Hertzfeldt,World of Tomorrow,False
9856,2015,2016,88,SHORT FILM (Live Action),Basil Khalil and Eric Dupont,Ave Maria,False
9857,2015,2016,88,SHORT FILM (Live Action),Henry Hughes,Day One,False
9858,2015,2016,88,SHORT FILM (Live Action),Patrick Vollrath,Everything Will Be Okay (Alles Wird Gut),False
9859,2015,2016,88,SHORT FILM (Live Action),Jamie Donoughue,Shok,False
9860,2015,2016,88,SHORT FILM (Live Action),Benjamin Cleary and Serena Armitage,Stutterer,True
9861,2015,2016,88,SOUND EDITING,Mark Mangini and David White,Mad Max: Fury Road,True
9862,2015,2016,88,SOUND EDITING,Oliver Tarney,The Martian,False
9863,2015,2016,88,SOUND EDITING,Martin Hernandez and Lon Bender,The Revenant,False
9864,2015,2016,88,SOUND EDITING,Alan Robert Murray,Sicario,False
9865,2015,2016,88,SOUND EDITING,Matthew Wood and David Acord,Star Wars: The Force Awakens,False
9866,2015,2016,88,SOUND MIXING,"Andy Nelson, Gary Rydstrom and Drew Kunin",Bridge of Spies,False
9867,2015,2016,88,SOUND MIXING,"Chris Jenkins, Gregg Rudloff and Ben Osmo",Mad Max: Fury Road,True
9868,2015,2016,88,SOUND MIXING,"Paul Massey, Mark Taylor and Mac Ruth",The Martian,False
9869,2015,2016,88,SOUND MIXING,"Jon Taylor, Frank A. Montaño, Randy Thom and Chris Duesterdiek",The Revenant,False
9870,2015,2016,88,SOUND MIXING,"Andy Nelson, Christopher Scarabosio and Stuart Wilson",Star Wars: The Force Awakens,False
9871,2015,2016,88,VISUAL EFFECTS,"Andrew Whitehurst, Paul Norris, Mark Ardington and Sara Bennett",Ex Machina,True
9872,2015,2016,88,VISUAL EFFECTS,"Andrew Jackson, Tom Wood, Dan Oliver and Andy Williams",Mad Max: Fury Road,False
9873,2015,2016,88,VISUAL EFFECTS,"Richard Stammers, Anders Langlands, Chris Lawrence and Steven Warner",The Martian,False
9874,2015,2016,88,VISUAL EFFECTS,"Rich McBride, Matthew Shumway, Jason Smith and Cameron Waldbauer",The Revenant,False
9875,2015,2016,88,VISUAL EFFECTS,"Roger Guyett, Patrick Tubach, Neal Scanlan and Chris Corbould",Star Wars: The Force Awakens,False
9876,2015,2016,88,WRITING (Adapted Screenplay),Screenplay by Charles Randolph and Adam McKay,The Big Short,True
9877,2015,2016,88,WRITING (Adapted Screenplay),Screenplay by Nick Hornby,Brooklyn,False
9878,2015,2016,88,WRITING (Adapted Screenplay),Screenplay by Phyllis Nagy,Carol,False
9879,2015,2016,88,WRITING (Adapted Screenplay),Screenplay by Drew Goddard,The Martian,False
9880,2015,2016,88,WRITING (Adapted Screenplay),Screenplay by Emma Donoghue,Room,False
9881,2015,2016,88,WRITING (Original Screenplay),Written by Matt Charman and Ethan Coen & Joel Coen,Bridge of Spies,False
9882,2015,2016,88,WRITING (Original Screenplay),Written by Alex Garland,Ex Machina,False
9883,2015,2016,88,WRITING (Original Screenplay),"Screenplay by Pete Docter, Meg LeFauve, Josh Cooley; Original story by Pete Docter, Ronnie del Carmen",Inside Out,False
9884,2015,2016,88,WRITING (Original Screenplay),Written by Josh Singer & Tom McCarthy,Spotlight,True
9885,2015,2016,88,WRITING (Original Screenplay),Screenplay by Jonathan Herman and Andrea Berloff; Story by S. Leigh Savidge & Alan Wenkus and Andrea Berloff,Straight Outta Compton,False
9889,2016,2017,89,ACTOR IN A LEADING ROLE,Casey Affleck,Manchester by the Sea,True
9890,2016,2017,89,ACTOR IN A LEADING ROLE,Andrew Garfield,Hacksaw Ridge,False
9891,2016,2017,89,ACTOR IN A LEADING ROLE,Ryan Gosling,La La Land,False
9892,2016,2017,89,ACTOR IN A LEADING ROLE,Viggo Mortensen,Captain Fantastic,False
9893,2016,2017,89,ACTOR IN A LEADING ROLE,Denzel Washington,Fences,False
9894,2016,2017,89,ACTOR IN A SUPPORTING ROLE,Mahershala Ali,Moonlight,True
9895,2016,2017,89,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,Hell or High Water,False
9896,2016,2017,89,ACTOR IN A SUPPORTING ROLE,Lucas Hedges,Manchester by the Sea,False
9897,2016,2017,89,ACTOR IN A SUPPORTING ROLE,Dev Patel,Lion,False
9898,2016,2017,89,ACTOR IN A SUPPORTING ROLE,Michael Shannon,Nocturnal Animals,False
9899,2016,2017,89,ACTRESS IN A LEADING ROLE,Isabelle Huppert,Elle,False
9900,2016,2017,89,ACTRESS IN A LEADING ROLE,Ruth Negga,Loving,False
9901,2016,2017,89,ACTRESS IN A LEADING ROLE,Natalie Portman,Jackie,False
9902,2016,2017,89,ACTRESS IN A LEADING ROLE,Emma Stone,La La Land,True
9903,2016,2017,89,ACTRESS IN A LEADING ROLE,Meryl Streep,Florence Foster Jenkins,False
9904,2016,2017,89,ACTRESS IN A SUPPORTING ROLE,Viola Davis,Fences,True
9905,2016,2017,89,ACTRESS IN A SUPPORTING ROLE,Naomie Harris,Moonlight,False
9906,2016,2017,89,ACTRESS IN A SUPPORTING ROLE,Nicole Kidman,Lion,False
9907,2016,2017,89,ACTRESS IN A SUPPORTING ROLE,Octavia Spencer,Hidden Figures,False
